Term,Index
kangyo,9150
naturally,9151
eurodollars,9152
yamaichi,9153
hokkaido,9154
manpower,9155
cultural,9156
germans,9157
independence,9158
interference,9159
inhibit,9160
lunch,9161
chartering,9162
end-users,9163
prudent,9164
incoming,9165
informations,9166
introduces,9167
circular,9168
discounting,9169
envisages,9170
customs-cleared,9171
westpac,9172
wstp.s,9173
budgeted,9174
budgeting,9175
indexation,9176
justify,9177
shop,9178
coconut,9179
colonel,9180
felix,9181
constitution,9182
paragraph,9183
royale,9184
supplement,9185
character,9186
calculations,9187
constructing,9188
redundant,9189
slips,9190
devaluation,9191
gillette,9192
paribas,9193
copra,9194
destroy,9195
industrialist,9196
smbs.st,9197
nobel,9198
reorganise,9199
airliner,9200
enjoys,9201
preferential,9202
imply,9203
piece,9204
midst,9205
enhances,9206
filipino,9207
absorption,9208
ferdinand,9209
marcos,9210
raul,9211
concepcion,9212
brother,9213
agricole,9214
attaching,9215
clone,9216
tree,9217
detected,9218
controller,9219
monitors,9220
replanting,9221
clones,9222
planters,9223
kansallis-osake-pankki,9224
mauno,9225
koivisto,9226
quebecor,9227
tradable,9228
currency-denominated,9229
six-year,9230
balked,9231
booming,9232
rescheduled,9233
reinvested,9234
debt-service,9235
quicker,9236
instructions,9237
proud,9238
educate,9239
asia-pacific,9240
riyal,9241
intervening,9242
free-fall,9243
estates,9244
confidently,9245
lessened,9246
benefitting,9247
lorenzo,9248
welcoming,9249
initiatives,9250
benefitted,9251
carr,9252
organic,9253
proposing,9254
berlin,9255
broadly-based,9256
boveri,9257
mazda,9258
baden,9259
bbcz.z,9260
mazt.t,9261
enables,9262
exco,9263
exciting,9264
refrain,9265
re-open,9266
grangemouth,9267
hydrocracker,9268
hectic,9269
qualities,9270
coffees,9271
brazils,9272
roasters,9273
incorporate,9274
euronotes,9275
saint-gobain,9276
sgep.pa,9277
sunflowerseed,9278
algerian,9279
overhanging,9280
relying,9281
ghanaian,9282
weren,9283
perfectly,9284
cpc.n,9285
pierre,9286
tate,9287
lyle,9288
await,9289
alitalia,9290
pilots,9291
azpi.mi,9292
chaos,9293
busy,9294
branko,9295
mikulic,9296
automobiles,9297
peugeot,9298
oldest,9299
rallying,9300
flooded,9301
centre-right,9302
lively,9303
weighting,9304
pierson,9305
heldring,9306
fraction,9307
underscored,9308
urgent,9309
stunned,9310
stimulating,9311
policymaker,9312
stimulative,9313
unsettled,9314
policymakers,9315
upset,9316
half-hearted,9317
policymaking,9318
reminder,9319
departing,9320
realisation,9321
no-one,9322
cede,9323
fountain,9324
insolvency,9325
complaints,9326
woodland,9327
break-up,9328
alternate,9329
regie,9330
usines,9331
rena.pa,9332
suffield,9333
ssbk,9334
clearance,9335
richter,9336
oracle,9337
orcl,9338
belmont,9339
absb,9340
cogeneration,9341
keegan,9342
brgs.l,9343
instalments,9344
four-day,9345
seniority,9346
classification,9347
wedgestone,9348
scottish,9349
loaded,9350
clock,9351
fluctuated,9352
yasuda,9353
arnold,9354
clabir,9355
taxable,9356
peoria,9357
texscan,9358
plates,9359
kits,9360
sexually,9361
transmitted,9362
lennar,9363
macklin,9364
all-time,9365
interruption,9366
nervously,9367
awaited,9368
catherine,9369
arnst,9370
desktop,9371
veer,9372
copy,9373
proprietary,9374
vendors,9375
unannounced,9376
leaked,9377
factual,9378
resemble,9379
high-end,9380
importantly,9381
incorporating,9382
powerhouse,9383
ibm-compatible,9384
minicomputers,9385
compaq,9386
rush,9387
murphy,9388
newsletter,9389
microsoft,9390
msft,9391
unveil,9392
researcher,9393
computing,9394
embassies,9395
hardship,9396
bushels,9397
scenarios,9398
deprived,9399
exert,9400
four-month,9401
butane,9402
propane,9403
metromail,9404
startup,9405
regency,9406
cruises,9407
morrison,9408
morr,9409
manages,9410
conveyor,9411
dams,9412
indianapolis,9413
nynex,9414
mexicanos,9415
pemex,9416
ft-se,9417
capitalisation,9418
andersen,9419
unisys,9420
spectrum,9421
concepts,9422
token,9423
occasionally,9424
unprofitable,9425
lead-managed,9426
entrance,9427
anti-competitive,9428
prestige,9429
desirable,9430
spelled,9431
billed,9432
proportionate,9433
elements,9434
baxter,9435
deerfield,9436
travenol,9437
clotting,9438
plasma,9439
monoclonal,9440
antibody,9441
harbor,9442
sulphur,9443
ftse,9444
touched,9445
plummet,9446
slack,9447
conviction,9448
credited,9449
flagging,9450
prey,9451
centronics,9452
nashua,9453
devote,9454
seaman,9455
jean,9456
mcleod,9457
weir,9458
sampling,9459
broomall,9460
separation,9461
wilkinson,9462
sword,9463
theft,9464
secrets,9465
voice,9466
pirating,9467
computer-based,9468
departments,9469
nashville,9470
injunctions,9471
reputation,9472
utilizing,9473
reinstating,9474
reimposition,9475
objective,9476
intelligent,9477
unitholders,9478
quest,9479
arranges,9480
creditanstalt-bankverein,9481
cabv.vi,9482
guesses,9483
oppenheimer,9484
laurel,9485
styrene-butadiene,9486
solids,9487
paperboard,9488
intercompany,9489
gotabanken,9490
same-rated,9491
punta,9492
gorda,9493
isles,9494
love,9495
partnerships,9496
laurence,9497
kirkland,9498
naples,9499
consistent,9500
one-hundredth,9501
moines,9502
westar,9503
cherokee,9504
chke,9505
hollywood,9506
gypsum,9507
bofors,9508
incidents,9509
lindenberg,9510
sette,9511
reintroduction,9512
rosenbaum,9513
imagine,9514
stalemate,9515
dissident,9516
jopling,9517
impacted,9518
wide-ranging,9519
tired,9520
listings,9521
kaufman,9522
arden,9523
garment,9524
improper,9525
deducted,9526
acknowledge,9527
nancy,9528
r-kan,9529
turin,9530
guidance,9531
servants,9532
schedules,9533
layoffs,9534
glantz,9535
julius,9536
castle,9537
reimburse,9538
sylmar,9539
trustee,9540
microfilm,9541
obsolete,9542
gactz,9543
coral,9544
gables,9545
undeveloped,9546
arrears,9547
noteholders,9548
missed,9549
stemmed,9550
nigerians,9551
gabelli,9552
mcdonald,9553
picinich,9554
floating-rate,9555
familiar,9556
same-maturity,9557
slides,9558
top-flight,9559
variable-rate,9560
one-day,9561
inland,9562
yamoussoukro,9563
growth-oriented,9564
benin,9565
mali,9566
applauded,9567
africans,9568
rico,9569
tract,9570
responses,9571
pages,9572
crudes,9573
bonny,9574
weakest,9575
sending,9576
cracking,9577
verde,9578
megawatts,9579
elpa,9580
paradyne,9581
largo,9582
open-ended,9583
configuration,9584
buffalo,9585
insolvent,9586
unsound,9587
seventh,9588
fhlbb,9589
renegotiate,9590
onic,9591
non-ec,9592
reopens,9593
uncompetitive,9594
clarification,9595
vista,9596
hialeah,9597
lowe,9598
pompano,9599
willcox,9600
overland,9601
rocky,9602
bureaus,9603
guards,9604
phyllis,9605
oakley,9606
three-pronged,9607
guard,9608
geological,9609
ashland,9610
cushion,9611
polyester,9612
struggling,9613
readily,9614
rumour,9615
hardest,9616
sunnyvale,9617
microelectronics,9618
mattress,9619
sealy,9620
alleging,9621
cpac,9622
blair,9623
shars,9624
pennzoil,9625
rehearing,9626
gibson,9627
execution,9628
appellate,9629
ameron,9630
refrigeration,9631
charleston,9632
bancgroup,9633
clbga,9634
lancaster,9635
borrows,9636
minority-owned,9637
ripe,9638
korth,9639
one-half,9640
one-quarter,9641
slowly,9642
forefront,9643
alignment,9644
moseley,9645
intact,9646
crandall,9647
hears,9648
excuse,9649
gruntal,9650
extreme,9651
shot,9652
harry,9653
tucker,9654
mayfair,9655
logos,9656
candy,9657
garments,9658
affiliation,9659
precise,9660
presumed,9661
corrective,9662
oriented,9663
exaggerated,9664
constant,9665
recoveries,9666
louisville,9667
tracor,9668
analytical,9669
ingredients,9670
stone,9671
cathodes,9672
electron,9673
bernice,9674
napach,9675
refine,9676
archie,9677
dunham,9678
conoco,9679
distillate,9680
rosenberg,9681
picks,9682
operable,9683
halifax,9684
locate,9685
inspections,9686
thous,9687
sony,9688
sne.t,9689
welt,9690
modernise,9691
admit,9692
complain,9693
wilmington,9694
mailing,9695
quartz,9696
hackensack,9697
warner-lambert,9698
allergy,9699
geoffrey,9700
bloom,9701
wolverine,9702
burton,9703
accrue,9704
freezing,9705
discretionary,9706
functions,9707
resolutions,9708
audi,9709
defect,9710
rapids,9711
jamestown,9712
wealthy,9713
rhode,9714
financier,9715
lindner,9716
utilization,9717
maximizing,9718
regard,9719
compressor,9720
belts,9721
slipping,9722
co-chairman,9723
transamerican,9724
participated,9725
liens,9726
lump,9727
refinanced,9728
pruning,9729
amoskeag,9730
amkg,9731
manchester,9732
overturned,9733
bushnell,9734
aapl,9735
cupertino,9736
macintosh,9737
megabyte,9738
workstation,9739
workstations,9740
affirms,9741
banner,9742
rexnord,9743
diversity,9744
cropland,9745
pastures,9746
baptist,9747
churches,9748
teachers,9749
doug,9750
statistician,9751
statistic,9752
grande,9753
allied-signal,9754
avionics,9755
abundance,9756
valencia,9757
boxes,9758
emerges,9759
couldn,9760
breakup,9761
mcalpine,9762
kerridge,9763
transported,9764
foolish,9765
smart,9766
height,9767
praise,9768
racked,9769
japanese-made,9770
averages,9771
bond-equivalent,9772
non-competitive,9773
six-months,9774
spinoff,9775
ross,9776
devoted,9777
midwestern,9778
grassley,9779
r-iowa,9780
advancing,9781
bushel,9782
full-blown,9783
quarter-point,9784
second-half,9785
edging,9786
implicit,9787
halves,9788
bounce,9789
buildup,9790
braverman,9791
accumulation,9792
narrower,9793
lure,9794
raven,9795
reactions,9796
ignaz,9797
kiechle,9798
keersmaeker,9799
sacrifices,9800
communities,9801
frans,9802
andriessen,9803
costing,9804
ignoring,9805
fieldwork,9806
genova,9807
gnva,9808
davison,9809
consumated,9810
progressed,9811
franchises,9812
delivers,9813
consumed,9814
canceled,9815
aquired,9816
sorg,9817
hybritech,9818
pregnancy,9819
infectious,9820
sungard,9821
sndt,9822
grove,9823
village,9824
coupons,9825
void,9826
promptly,9827
aircal,9828
ranking,9829
compiled,9830
travelers,9831
long-haul,9832
slots,9833
murfreesboro,9834
vacuum,9835
frost,9836
ivaco,9837
re-elected,9838
mitsy,9839
semiannual,9840
maynard,9841
petersburg,9842
journey,9843
motel,9844
neoax,9845
noax,9846
lawrenceville,9847
fairfield,9848
gears,9849
collapsed,9850
insurer,9851
regulated,9852
midam,9853
floors,9854
founded,9855
mirror,9856
abundant,9857
replacements,9858
uneconomic,9859
rene,9860
villegas,9861
tolerated,9862
technically,9863
cacex,9864
figueiredo,9865
plate,9866
high-strength,9867
alloy,9868
levesque,9869
beaubien,9870
donna,9871
gundy,9872
patricia,9873
recoup,9874
drag,9875
bolivars,9876
performers,9877
alumina,9878
hospital,9879
bkne,9880
endotronics,9881
endo,9882
reorganize,9883
severed,9884
lien,9885
liberty,9886
drink,9887
olson,9888
olsn,9889
sherman,9890
realization,9891
smoothed,9892
measurement,9893
non-seasonally,9894
invisibles,9895
european-mediterranean,9896
destruction,9897
masterminding,9898
pierce,9899
fenner,9900
sofer,9901
comdata,9902
aerojet,9903
amortizations,9904
prepayment,9905
clinched,9906
amortizing,9907
strive,9908
sacrifice,9909
millions,9910
prepayments,9911
reassess,9912
hammer,9913
detailing,9914
probes,9915
remedy,9916
tank,9917
separated,9918
alfonsin,9919
public-sector,9920
upholds,9921
labatt,9922
race,9923
relocation,9924
goverment,9925
compiling,9926
male,9927
female,9928
unproductive,9929
extensions,9930
prop,9931
crystal,9932
yuko,9933
codenamed,9934
market-opening,9935
north-west,9936
stos.s,9937
neglect,9938
entrepreneur,9939
embezzlement,9940
extravagant,9941
gifts,9942
forceful,9943
tackling,9944
fertiliser,9945
discreet,9946
stamp,9947
poorer,9948
prosperity,9949
zhou,9950
willy,9951
clercq,9952
emergence,9953
flared,9954
encountering,9955
levy,9956
ammunition,9957
tempers,9958
nice,9959
coffin,9960
successors,9961
grave,9962
supplementary,9963
deficit-covering,9964
one-week,9965
eromanga,9966
bryan,9967
pioneer,9968
self-sufficiency,9969
revaluations,9970
foreshadow,9971
industrialisation,9972
countryside,9973
zhejiang,9974
busiest,9975
sundays,9976
allocate,9977
deng,9978
xiaoping,9979
harness,9980
full-time,9981
relied,9982
qualifying,9983
photo,9984
magnetics,9985
capitalised,9986
floppy,9987
playing,9988
stretched,9989
nine-year,9990
constitute,9991
amortisations,9992
telexes,9993
jeff,9994
familiarity,9995
deterred,9996
afraid,9997
yamamoto,9998
diversifying,9999
indicators,10000
hit.t,10001
eindhoven,10002
smelters,10003
markka,10004
consultancy,10005
angeles-based,10006
specialises,10007
earns,10008
hutchison,10009
whampoa,10010
continuity,10011
equals,10012
explains,10013
countervailing,10014
correspondents,10015
deplored,10016
impatience,10017
crippled,10018
staged,10019
moulding,10020
japan-based,10021
decades,10022
poverty,10023
bourgeois,10024
liberalism,10025
phrase,10026
institutes,10027
subjects,10028
apartments,10029
tradition,10030
discontent,10031
open-door,10032
architect,10033
escape,10034
arnhem,10035
eurofranc,10036
mcdonalds,10037
hgca,10038
woong-bae,10039
style,10040
accumulated,10041
bale,10042
ploughing,10043
shock,10044
opting,10045
embark,10046
cyclical,10047
owen,10048
posed,10049
kynge,10050
crash,10051
okamoto,10052
bumper,10053
kleinwort,10054
stagnates,10055
themes,10056
beneficiaries,10057
diagnose,10058
stories,10059
dormant,10060
suzuki,10061
gmac,10062
wendy,10063
dietz,10064
continuously,10065
alsthom,10066
end-december,10067
contracting,10068
kremlin,10069
copiers,10070
responsive,10071
straining,10072
mindful,10073
generalised,10074
varying,10075
contributions,10076
forum,10077
collect,10078
analyses,10079
sheer,10080
glut,10081
ratified,10082
market-oriented,10083
belongs,10084
accurately,10085
merits,10086
keng,10087
yaik,10088
atpc,10089
interpret,10090
supportive,10091
justifiable,10092
intellectual,10093
honesty,10094
disguise,10095
transparency,10096
inflate,10097
favours,10098
unctad,10099
realise,10100
brull,10101
low-end,10102
leads,10103
kilobit,10104
dram,10105
swapped,10106
amortisation,10107
revising,10108
mauritius,10109
bottoming,10110
compounded,10111
hugh,10112
pulp,10113
cheung,10114
fitting,10115
swissair,10116
pratt,10117
whitney,10118
swsz.z,10119
haul,10120
rolls,10121
utx.n,10122
tail,10123
fatigue,10124
checked,10125
chernobyl,10126
rampant,10127
spite,10128
philippe,10129
mathews,10130
orion,10131
academy,10132
sisters,10133
adaptation,10134
oscar,10135
buena,10136
paramount,10137
tune,10138
coincident,10139
billon,10140
splinter,10141
redistribution,10142
malagasy,10143
closest,10144
guatemalan,10145
oxford,10146
cranes,10147
unnecessary,10148
non-socialist,10149
retrenchment,10150
frequency,10151
penney,10152
pigmeat,10153
thinly,10154
lmfe,10155
elmer,10156
deliverable,10157
unlisted,10158
categorically,10159
foothold,10160
newly-industrialized,10161
presplit,10162
asahi,10163
rhetoric,10164
wifo,10165
kramer,10166
schillings,10167
gardini,10168
interpreted,10169
foreseen,10170
dxns.l,10171
raytheon,10172
airframe,10173
defining,10174
detection,10175
roles,10176
shifts,10177
usair,10178
piedmont,10179
delivering,10180
mnst,10181
characterized,10182
constituted,10183
trans,10184
geothermal,10185
interface,10186
territories,10187
morristown,10188
molecular,10189
paris-based,10190
selecting,10191
enjoined,10192
impasse,10193
envisioned,10194
tunisia,10195
transfers,10196
featured,10197
comprises,10198
hospitality,10199
a-com,10200
burlington,10201
reversion,10202
overfunded,10203
lifo,10204
writeoffs,10205
diet,10206
childs,10207
tunnel,10208
andre,10209
bridging,10210
enka,10211
lessor,10212
spin-off,10213
non-inflationary,10214
